Date,Model,Prompt,Completion,Reasoning,Total_Tokens
2025-12-21,qwen/qwen3-embedding-8b,1.321724,0.0,0.0,1.321724
2025-12-21,google/gemini-3-flash-preview,33.023977,1.257625,0.221479,34.281602
2025-12-22,qwen/qwen3-embedding-4b,0.335453,0.0,0.0,0.335453
2025-12-22,deepseek/deepseek-r1,0.465133,0.131859,0.081196,0.596992
2025-12-22,openai/gpt-5.1,3.146326,0.423871,0.234033,3.570198
2025-12-22,x-ai/grok-4.1-fast,31.539533,6.015046,4.755499,37.554579
2025-12-22,z-ai/glm-4.7,0.577345,0.055745,0.0413,0.63309
2025-12-22,deepseek/deepseek-v3.2,39.627647,2.207053,0.561218,41.8347
2025-12-22,anthropic/claude-opus-4.5,26.081982,0.546124,0.073106,26.628107
2025-12-22,google/gemini-3-flash-preview,43.605299,1.696266,0.35281,45.301564
2025-12-22,google/gemini-3-pro-preview,16.119832,1.971524,1.36954,18.091355
2025-12-22,qwen/qwen3-embedding-8b,2.353159,0.0,0.0,2.353159
2025-12-22,openai/gpt-5.2,12.163125,0.621789,0.375386,12.784914
2025-12-22,moonshotai/kimi-k2-thinking,2.027874,0.331174,0.248008,2.359048
2025-12-22,z-ai/glm-4.6v,0.246015,0.019719,0.013411,0.265733
2025-12-23,anthropic/claude-opus-4.5,25.263457,0.584405,0.084108,25.847862
2025-12-23,deepseek/deepseek-v3.2,44.958606,2.439992,0.589063,47.398598
2025-12-23,moonshotai/kimi-k2-thinking,1.916798,0.357754,0.243578,2.274552
2025-12-23,openai/gpt-5.1,2.902686,0.363814,0.198582,3.2665
2025-12-23,openai/gpt-5.2,10.705688,0.552617,0.301486,11.258304
2025-12-23,z-ai/glm-4.6v,0.285921,0.050359,0.038313,0.336279
2025-12-23,qwen/qwen3-embedding-4b,0.054673,0.0,0.0,0.054673
2025-12-23,minimax/minimax-m2.1,3.077681,0.139014,0.07202,3.216694
2025-12-23,deepseek/deepseek-r1,0.442867,0.128378,0.07597,0.571245
2025-12-23,x-ai/grok-4.1-fast,23.856043,3.655889,2.673822,27.511932
2025-12-23,google/gemini-3-pro-preview,17.58124,2.072984,1.420601,19.654224
2025-12-23,google/gemini-3-flash-preview,29.82998,1.673185,0.283984,31.503165
2025-12-23,qwen/qwen3-embedding-8b,2.029598,0.0,0.0,2.029598
2025-12-23,z-ai/glm-4.7,9.357957,0.59053,0.31894,9.948487
2025-12-24,qwen/qwen3-embedding-8b,4.227717,0.0,0.0,4.227717
2025-12-24,google/gemini-3-flash-preview,29.63245,2.333751,0.293012,31.9662
2025-12-24,deepseek/deepseek-r1,0.35215,0.119875,0.071195,0.472025
2025-12-24,x-ai/grok-4.1-fast,23.435701,4.156977,3.370464,27.592678
2025-12-24,google/gemini-3-pro-preview,12.13368,1.620092,1.091622,13.753772
2025-12-24,qwen/qwen3-embedding-4b,0.064635,0.0,0.0,0.064635
2025-12-24,openai/gpt-5.1,2.188517,0.210088,0.112487,2.398605
2025-12-24,openai/gpt-5.2,11.922254,0.439282,0.274234,12.361536
2025-12-24,z-ai/glm-4.7,12.856423,0.739968,0.412112,13.596391
2025-12-24,deepseek/deepseek-v3.2,43.680963,2.549948,0.637547,46.230911
2025-12-24,moonshotai/kimi-k2-thinking,1.848357,0.296002,0.207358,2.144359
2025-12-24,z-ai/glm-4.6v,0.183081,0.072273,0.054435,0.255353
2025-12-24,anthropic/claude-opus-4.5,31.630568,0.53442,0.078314,32.164987
2025-12-24,minimax/minimax-m2.1,7.240111,0.142754,0.074351,7.382865
2025-12-25,openai/gpt-5.1,2.451751,0.437557,0.229798,2.889308
2025-12-25,qwen/qwen3-embedding-8b,2.217202,0.0,0.0,2.217202
2025-12-25,google/gemini-3-flash-preview,31.93319,2.052932,0.356568,33.986121
2025-12-25,google/gemini-3-pro-preview,12.49947,1.720769,1.127206,14.220238
2025-12-25,minimax/minimax-m2.1,7.092305,0.176139,0.09848,7.268444
2025-12-25,qwen/qwen3-embedding-4b,0.034233,0.0,0.0,0.034233
2025-12-25,z-ai/glm-4.7,10.88491,0.871569,0.442245,11.756479
2025-12-25,x-ai/grok-4.1-fast,22.919332,3.758141,2.588853,26.677474
2025-12-25,deepseek/deepseek-r1,0.332334,0.107007,0.058501,0.439341
2025-12-25,moonshotai/kimi-k2-thinking,1.636939,0.423708,0.405638,2.060648
2025-12-25,z-ai/glm-4.6v,0.208581,0.094448,0.071674,0.303029
2025-12-25,anthropic/claude-opus-4.5,22.067772,0.422993,0.038639,22.490765
2025-12-25,openai/gpt-5.2,8.866798,0.553206,0.412489,9.420004
2025-12-25,deepseek/deepseek-v3.2,40.822137,2.389942,0.511178,43.212079
2025-12-26,qwen/qwen3-embedding-8b,3.066495,0.0,0.0,3.066495
2025-12-26,openai/gpt-5.1,1.836873,0.240372,0.109595,2.077245
2025-12-26,google/gemini-3-pro-preview,12.135963,1.62317,1.041327,13.759133
2025-12-26,openai/gpt-5.2,15.148036,0.537302,0.348894,15.685338
2025-12-26,anthropic/claude-opus-4.5,27.033415,0.496319,0.051497,27.529734
2025-12-26,deepseek/deepseek-v3.2,44.973349,2.346964,0.374839,47.320312
2025-12-26,google/gemini-3-flash-preview,27.195688,1.630801,0.1804,28.826489
2025-12-26,z-ai/glm-4.7,13.48349,1.585121,0.508794,15.068612
2025-12-26,x-ai/grok-4.1-fast,26.422994,5.67061,4.328151,32.093604
2025-12-26,moonshotai/kimi-k2-thinking,1.296943,0.289848,0.263141,1.586791
2025-12-26,minimax/minimax-m2.1,6.188551,0.159666,0.082667,6.348218
2025-12-26,deepseek/deepseek-r1,0.393082,0.105064,0.056997,0.498147
2025-12-26,qwen/qwen3-embedding-4b,0.259033,0.0,0.0,0.259033
2025-12-26,z-ai/glm-4.6v,0.223088,0.05826,0.037457,0.281348
2025-12-27,google/gemini-3-pro-preview,13.093107,1.402742,0.931579,14.495849
2025-12-27,openai/gpt-5.2,6.862781,0.38077,0.248332,7.243551
2025-12-27,x-ai/grok-4.1-fast,20.759925,3.145139,2.04235,23.905064
2025-12-27,qwen/qwen3-embedding-8b,1.732314,0.0,0.0,1.732314
2025-12-27,deepseek/deepseek-r1,0.385849,0.113904,0.065091,0.499753
2025-12-27,minimax/minimax-m2.1,4.931101,0.128661,0.060568,5.059761
2025-12-27,moonshotai/kimi-k2-thinking,1.18386,0.205362,0.17247,1.389223
2025-12-27,anthropic/claude-opus-4.5,23.31147,0.532764,0.094349,23.844234
2025-12-27,z-ai/glm-4.6v,0.168321,0.056576,0.040481,0.224897
2025-12-27,openai/gpt-5.1,1.959211,0.160346,0.075346,2.119557
2025-12-27,google/gemini-3-flash-preview,29.586913,1.68884,0.191596,31.275753
2025-12-27,z-ai/glm-4.7,15.936474,1.383912,0.534114,17.320386
2025-12-27,qwen/qwen3-embedding-4b,0.082336,0.0,0.0,0.082336
2025-12-27,deepseek/deepseek-v3.2,49.135629,2.598905,0.261929,51.734534
2025-12-28,z-ai/glm-4.6v,0.183717,0.046871,0.033619,0.230588
2025-12-28,deepseek/deepseek-r1,0.452276,0.112308,0.061545,0.564583
2025-12-28,qwen/qwen3-embedding-4b,0.025188,0.0,0.0,0.025188
2025-12-28,minimax/minimax-m2.1,6.887379,0.116874,0.037218,7.004252
2025-12-28,openai/gpt-5.1,1.913006,0.188619,0.105455,2.101625
2025-12-28,anthropic/claude-opus-4.5,24.367934,0.440981,0.057994,24.808914
2025-12-28,openai/gpt-5.2,7.32529,0.490769,0.330916,7.816059
2025-12-28,google/gemini-3-flash-preview,25.447097,1.526387,0.203097,26.973484
2025-12-28,google/gemini-3-pro-preview,11.276767,1.305029,0.862422,12.581796
2025-12-28,deepseek/deepseek-v3.2,47.108293,2.512661,0.235867,49.620954
2025-12-28,moonshotai/kimi-k2-thinking,0.947018,0.180145,0.14664,1.127163
2025-12-28,qwen/qwen3-embedding-8b,1.231407,0.0,0.0,1.231407
2025-12-28,z-ai/glm-4.7,11.995291,0.688196,0.383204,12.683487
2025-12-28,x-ai/grok-4.1-fast,20.764905,3.054183,1.98231,23.819088
2025-12-29,openai/gpt-5.1,2.045563,0.249786,0.12912,2.295349
2025-12-29,anthropic/claude-opus-4.5,33.416012,0.613119,0.075181,34.029132
2025-12-29,google/gemini-3-pro-preview,15.010058,2.128083,1.474545,17.138141
2025-12-29,google/gemini-3-flash-preview,41.603547,4.548311,0.340254,46.151858
2025-12-29,x-ai/grok-4.1-fast,28.528257,5.574911,4.178667,34.103168
2025-12-29,qwen/qwen3-embedding-8b,3.07015,0.0,0.0,3.07015
2025-12-29,deepseek/deepseek-v3.2,49.877004,2.868696,0.380581,52.7457
2025-12-29,moonshotai/kimi-k2-thinking,1.313005,0.257306,0.218087,1.570311
2025-12-29,z-ai/glm-4.6v,0.159701,0.058531,0.038483,0.218232
2025-12-29,deepseek/deepseek-r1,0.449125,0.167505,0.108195,0.61663
2025-12-29,qwen/qwen3-embedding-4b,0.310773,0.0,0.0,0.310773
2025-12-29,z-ai/glm-4.7,13.152002,0.68593,0.333109,13.837932
2025-12-29,openai/gpt-5.2,13.88266,0.595594,0.355059,14.478254
2025-12-29,minimax/minimax-m2.1,7.778708,0.134193,0.044426,7.912902
2025-12-30,deepseek/deepseek-r1,0.411022,0.150946,0.087787,0.561969
2025-12-30,google/gemini-3-pro-preview,14.066209,2.230653,1.475319,16.296862
2025-12-30,qwen/qwen3-embedding-8b,2.136823,0.0,0.0,2.136823
2025-12-30,z-ai/glm-4.7,17.878742,1.520399,0.631993,19.399141
2025-12-30,anthropic/claude-opus-4.5,25.673502,0.563163,0.040962,26.236665
2025-12-30,deepseek/deepseek-v3.2,48.326525,3.180847,0.607197,51.507372
2025-12-30,moonshotai/kimi-k2-thinking,1.131033,0.316206,0.266199,1.447239
2025-12-30,openai/gpt-5.1,1.774708,0.229883,0.121648,2.004591
2025-12-30,x-ai/grok-4.1-fast,24.903793,4.286732,2.999778,29.190524
2025-12-30,google/gemini-3-flash-preview,41.569078,1.848703,0.29381,43.417781
2025-12-30,qwen/qwen3-embedding-4b,0.762507,0.0,0.0,0.762507
2025-12-30,openai/gpt-5.2,17.74983,0.920151,0.421649,18.669981
2025-12-30,minimax/minimax-m2.1,10.499521,0.194988,0.066602,10.694509
2025-12-30,z-ai/glm-4.6v,0.452101,0.099032,0.073257,0.551133
2025-12-31,openai/gpt-5.1,1.853701,0.349924,0.1705,2.203625
2025-12-31,deepseek/deepseek-v3.2,45.681896,3.077347,0.529787,48.759243
2025-12-31,moonshotai/kimi-k2-thinking,1.366489,0.156469,0.106854,1.522958
2025-12-31,anthropic/claude-opus-4.5,22.175519,0.516641,0.038718,22.69216
2025-12-31,x-ai/grok-4.1-fast,23.076571,3.587577,2.38425,26.664148
2025-12-31,qwen/qwen3-embedding-4b,0.054964,0.0,0.0,0.054964
2025-12-31,google/gemini-3-pro-preview,13.153095,2.724838,1.835498,15.877933
2025-12-31,google/gemini-3-flash-preview,36.834797,1.792948,0.290892,38.627745
2025-12-31,qwen/qwen3-embedding-8b,1.953579,0.0,0.0,1.953579
2025-12-31,z-ai/glm-4.6v,0.573537,0.113984,0.083527,0.68752
2025-12-31,minimax/minimax-m2.1,9.635316,0.136811,0.030882,9.772127
2025-12-31,deepseek/deepseek-r1,0.416867,0.116231,0.064124,0.533099
2025-12-31,z-ai/glm-4.7,16.484973,1.426599,0.488297,17.911572
2025-12-31,openai/gpt-5.2,11.623369,0.621452,0.430096,12.24482
2026-01-01,openai/gpt-5.1,1.145837,0.133863,0.067127,1.2797
2026-01-01,google/gemini-3-pro-preview,10.974079,1.493301,0.90182,12.46738
2026-01-01,google/gemini-3-flash-preview,35.078802,1.384741,0.261778,36.463543
2026-01-01,minimax/minimax-m2.1,8.835999,0.134616,0.032006,8.970616
2026-01-01,x-ai/grok-4.1-fast,20.00373,3.269987,2.163873,23.273717
2026-01-01,anthropic/claude-opus-4.5,16.423784,0.340636,0.025857,16.764419
2026-01-01,deepseek/deepseek-r1,0.415905,0.102055,0.054145,0.51796
2026-01-01,moonshotai/kimi-k2-thinking,0.956964,0.179456,0.136072,1.13642
2026-01-01,z-ai/glm-4.7,13.440466,1.077168,0.412265,14.517634
2026-01-01,deepseek/deepseek-v3.2,43.546459,3.009937,0.469247,46.556396
2026-01-01,qwen/qwen3-embedding-4b,0.041952,0.0,0.0,0.041952
2026-01-01,z-ai/glm-4.6v,0.645744,0.11148,0.080157,0.757224
2026-01-01,openai/gpt-5.2,6.389252,0.352906,0.20204,6.742158
2026-01-01,qwen/qwen3-embedding-8b,0.881048,0.0,0.0,0.881048
2026-01-02,z-ai/glm-4.7,16.568316,1.348986,0.477407,17.917302
2026-01-02,moonshotai/kimi-k2-thinking,1.479018,0.210987,0.157219,1.690005
2026-01-02,openai/gpt-5.1,1.451203,0.178125,0.095994,1.629328
2026-01-02,google/gemini-3-pro-preview,12.920072,1.581911,0.970056,14.501984
2026-01-02,minimax/minimax-m2.1,11.64264,0.220917,0.056677,11.863557
2026-01-02,x-ai/grok-4.1-fast,23.632838,3.403052,2.202734,27.035891
2026-01-02,openai/gpt-5.2,7.276062,0.407678,0.253717,7.683741
2026-01-02,qwen/qwen3-embedding-8b,0.979655,0.0,0.0,0.979655
2026-01-02,anthropic/claude-opus-4.5,19.002661,0.368033,0.025846,19.370694
2026-01-02,google/gemini-3-flash-preview,41.89748,1.679016,0.361816,43.576495
2026-01-02,qwen/qwen3-embedding-4b,0.172539,0.0,0.0,0.172539
2026-01-02,deepseek/deepseek-v3.2,47.695593,3.139063,0.528813,50.834656
2026-01-02,deepseek/deepseek-r1,0.712709,0.14798,0.094023,0.860689
2026-01-02,z-ai/glm-4.6v,0.360142,0.10203,0.075768,0.462172
2026-01-03,openai/gpt-5.1,1.149506,0.147561,0.075744,1.297067
2026-01-03,moonshotai/kimi-k2-thinking,1.405634,0.17353,0.124951,1.579164
2026-01-03,z-ai/glm-4.7,17.602085,1.534071,0.597523,19.136157
2026-01-03,z-ai/glm-4.6v,0.182684,0.105314,0.081858,0.287997
2026-01-03,google/gemini-3-pro-preview,13.458036,1.385142,0.82287,14.843178
2026-01-03,google/gemini-3-flash-preview,36.871663,1.491061,0.342042,38.362724
2026-01-03,openai/gpt-5.2,6.382561,0.315981,0.209459,6.698542
2026-01-03,qwen/qwen3-embedding-8b,1.033873,0.0,0.0,1.033873
2026-01-03,qwen/qwen3-embedding-4b,0.07396,0.0,0.0,0.07396
2026-01-03,deepseek/deepseek-r1,0.923607,0.132851,0.079158,1.056458
2026-01-03,deepseek/deepseek-v3.2,47.382216,3.270217,0.510038,50.652433
2026-01-03,anthropic/claude-opus-4.5,22.221682,0.385463,0.035601,22.607145
2026-01-03,minimax/minimax-m2.1,8.532854,0.175441,0.04278,8.708295
2026-01-03,x-ai/grok-4.1-fast,23.399041,3.376584,2.282769,26.775626
2026-01-04,x-ai/grok-4.1-fast,25.662236,3.404464,2.351136,29.0667
2026-01-04,z-ai/glm-4.6v,0.161626,0.087391,0.064888,0.249017
2026-01-04,anthropic/claude-opus-4.5,35.249906,0.973083,0.04665,36.222989
2026-01-04,qwen/qwen3-embedding-8b,1.396563,0.0,0.0,1.396563
2026-01-04,openai/gpt-5.1,1.424406,0.172146,0.093211,1.596553
2026-01-04,qwen/qwen3-embedding-4b,0.050569,0.0,0.0,0.050569
2026-01-04,z-ai/glm-4.7,17.36321,1.539424,0.601982,18.902633
2026-01-04,minimax/minimax-m2.1,9.476552,0.251103,0.077504,9.727655
2026-01-04,moonshotai/kimi-k2-thinking,1.445046,0.271522,0.213277,1.716568
2026-01-04,google/gemini-3-pro-preview,16.714008,1.989254,1.263211,18.703262
2026-01-04,google/gemini-3-flash-preview,42.417569,2.261557,0.419383,44.679126
2026-01-04,openai/gpt-5.2,8.088565,0.440744,0.308943,8.52931
2026-01-04,deepseek/deepseek-r1,0.724696,0.139225,0.082284,0.863921
2026-01-04,deepseek/deepseek-v3.2,47.495199,3.618856,0.526722,51.114055
2026-01-05,openai/gpt-5.1,2.16182,0.268704,0.156508,2.430525
2026-01-05,z-ai/glm-4.7,20.460545,1.665225,0.632236,22.12577
2026-01-05,qwen/qwen3-embedding-8b,1.564186,0.0,0.0,1.564186
2026-01-05,google/gemini-3-flash-preview,49.676955,2.741991,0.589202,52.418947
2026-01-05,moonshotai/kimi-k2-thinking,1.149608,0.262203,0.2049,1.411811
2026-01-05,google/gemini-3-pro-preview,15.905666,2.08685,1.405433,17.992516
2026-01-05,x-ai/grok-4.1-fast,28.878808,4.020776,2.980862,32.899584
2026-01-05,z-ai/glm-4.6v,0.255726,0.094565,0.069523,0.350291
2026-01-05,qwen/qwen3-embedding-4b,0.05594,0.0,0.0,0.05594
2026-01-05,minimax/minimax-m2.1,18.500747,0.468717,0.25791,18.969464
2026-01-05,deepseek/deepseek-r1,0.54265,0.175502,0.107688,0.718152
2026-01-05,openai/gpt-5.2,13.546527,0.577479,0.380578,14.124006
2026-01-05,deepseek/deepseek-v3.2,36.463991,3.042907,0.639304,39.506898
2026-01-05,anthropic/claude-opus-4.5,47.71201,0.896495,0.125993,48.608505
2026-01-06,deepseek/deepseek-v3.2,35.598178,3.13868,0.661717,38.736858
2026-01-06,openai/gpt-5.1,2.344953,0.273094,0.139707,2.618047
2026-01-06,minimax/minimax-m2.1,21.734583,0.358803,0.115699,22.093386
2026-01-06,z-ai/glm-4.7,22.266776,1.784797,0.70436,24.051573
2026-01-06,google/gemini-3-flash-preview,56.015472,2.795319,0.567487,58.810791
2026-01-06,x-ai/grok-4.1-fast,37.370942,6.020041,4.508823,43.390983
2026-01-06,google/gemini-3-pro-preview,15.862157,2.71818,1.937811,18.580337
2026-01-06,deepseek/deepseek-r1,0.567319,0.177929,0.106521,0.745248
2026-01-06,qwen/qwen3-embedding-8b,3.154128,0.0,0.0,3.154128
2026-01-06,moonshotai/kimi-k2-thinking,1.446437,0.249309,0.182531,1.695746
2026-01-06,z-ai/glm-4.6v,0.664769,0.117296,0.084683,0.782065
2026-01-06,anthropic/claude-opus-4.5,66.289822,1.15399,0.146512,67.443812
2026-01-06,openai/gpt-5.2,24.534273,0.778007,0.57557,25.31228
2026-01-06,qwen/qwen3-embedding-4b,0.090643,0.0,0.0,0.090643
2026-01-07,moonshotai/kimi-k2-thinking,1.41803,0.628733,0.533423,2.046763
2026-01-07,deepseek/deepseek-r1,0.492888,0.186563,0.118845,0.679451
2026-01-07,qwen/qwen3-embedding-8b,2.775966,0.0,0.0,2.775966
2026-01-07,qwen/qwen3-embedding-4b,0.060371,0.0,0.0,0.060371
2026-01-07,z-ai/glm-4.7,19.447752,1.883972,0.707875,21.331723
2026-01-07,z-ai/glm-4.6v,0.158473,0.099931,0.074332,0.258404
2026-01-07,openai/gpt-5.1,3.219954,0.361556,0.196637,3.581511
2026-01-07,x-ai/grok-4.1-fast,32.797437,6.021374,4.592495,38.818811
2026-01-07,anthropic/claude-opus-4.5,82.032207,1.159707,0.175026,83.191914
2026-01-07,deepseek/deepseek-v3.2,38.197215,3.088237,0.639122,41.285452
2026-01-07,openai/gpt-5.2,16.461904,0.891342,0.662248,17.353246
2026-01-07,minimax/minimax-m2.1,30.917619,0.523534,0.249197,31.441153
2026-01-07,google/gemini-3-flash-preview,54.640091,2.358371,0.472818,56.998462
2026-01-07,google/gemini-3-pro-preview,17.042247,1.9816,1.294238,19.023847
2026-01-08,openai/gpt-5.1,3.476595,0.467892,0.240121,3.944487
2026-01-08,z-ai/glm-4.6v,0.215264,0.114535,0.084498,0.329799
2026-01-08,qwen/qwen3-embedding-4b,0.044588,0.0,0.0,0.044588
2026-01-08,deepseek/deepseek-r1,0.491269,0.196873,0.136975,0.688142
2026-01-08,google/gemini-3-flash-preview,58.069567,3.8596,1.649394,61.929167
2026-01-08,google/gemini-3-pro-preview,19.561193,2.141659,1.411967,21.702851
2026-01-08,z-ai/glm-4.7,20.38751,1.760723,0.674427,22.148233
2026-01-08,minimax/minimax-m2.1,31.974325,0.515309,0.222592,32.489634
2026-01-08,x-ai/grok-4.1-fast,26.26871,4.034807,2.844305,30.303517
2026-01-08,moonshotai/kimi-k2-thinking,2.191188,0.821901,0.68478,3.013089
2026-01-08,openai/gpt-5.2,11.494064,0.863655,0.504556,12.357719
2026-01-08,qwen/qwen3-embedding-8b,2.618009,0.0,0.0,2.618009
2026-01-08,anthropic/claude-opus-4.5,47.83917,0.711639,0.040854,48.550809
2026-01-08,deepseek/deepseek-v3.2,41.747347,3.155929,0.651439,44.903276
2026-01-09,qwen/qwen3-embedding-4b,0.07073,0.0,0.0,0.07073
2026-01-09,z-ai/glm-4.7,34.984784,1.703764,0.633597,36.688549
2026-01-09,deepseek/deepseek-r1,0.45679,0.16808,0.106761,0.624871
2026-01-09,openai/gpt-5.2,9.96467,1.001115,0.614677,10.965785
2026-01-09,deepseek/deepseek-v3.2,42.675097,3.046134,0.594257,45.721231
2026-01-09,minimax/minimax-m2.1,26.445312,0.387237,0.133438,26.832549
2026-01-09,z-ai/glm-4.6v,0.117205,0.088394,0.067436,0.205599
2026-01-09,qwen/qwen3-embedding-8b,0.893898,0.0,0.0,0.893898
2026-01-09,google/gemini-3-pro-preview,17.768781,2.097979,1.361359,19.86676
2026-01-09,anthropic/claude-opus-4.5,55.1313,0.704359,0.056802,55.835659
2026-01-09,moonshotai/kimi-k2-thinking,2.872216,0.513507,0.397358,3.385723
2026-01-09,x-ai/grok-4.1-fast,29.224346,4.715577,3.478436,33.939922
2026-01-09,google/gemini-3-flash-preview,57.1421,2.57334,0.503512,59.71544
2026-01-09,openai/gpt-5.1,2.818633,0.366467,0.200615,3.1851
2026-01-10,openai/gpt-5.1,1.431117,0.209558,0.111298,1.640674
2026-01-10,google/gemini-3-pro-preview,13.446701,1.440375,0.906651,14.887076
2026-01-10,google/gemini-3-flash-preview,44.521958,2.066893,0.392409,46.588851
2026-01-10,openai/gpt-5.2,5.607563,0.360632,0.249888,5.968194
2026-01-10,anthropic/claude-opus-4.5,36.695426,0.544232,0.050976,37.239658
2026-01-10,z-ai/glm-4.7,18.160482,1.444429,0.489122,19.604911
2026-01-10,deepseek/deepseek-v3.2,44.417674,3.373535,0.561573,47.791209
2026-01-10,moonshotai/kimi-k2-thinking,2.169912,0.270805,0.182792,2.440717
2026-01-10,qwen/qwen3-embedding-4b,0.174351,0.0,0.0,0.174351
2026-01-10,minimax/minimax-m2.1,10.065464,0.207402,0.079832,10.272865
2026-01-10,deepseek/deepseek-r1,0.449599,0.134949,0.080944,0.584548
2026-01-10,qwen/qwen3-embedding-8b,1.11381,0.0,0.0,1.11381
2026-01-10,z-ai/glm-4.6v,0.159243,0.091414,0.068679,0.250657
2026-01-10,x-ai/grok-4.1-fast,26.66946,4.69864,3.619581,31.3681
2026-01-11,openai/gpt-5.1,2.128676,0.258513,0.165084,2.387188
2026-01-11,qwen/qwen3-embedding-8b,1.353299,0.0,0.0,1.353299
2026-01-11,minimax/minimax-m2.1,8.023421,0.135497,0.041481,8.158918
2026-01-11,z-ai/glm-4.7,21.370815,1.485005,0.469118,22.855821
2026-01-11,z-ai/glm-4.6v,0.257053,0.102181,0.071229,0.359234
2026-01-11,qwen/qwen3-embedding-4b,0.131389,0.0,0.0,0.131389
2026-01-11,deepseek/deepseek-r1,0.495262,0.13388,0.074827,0.629142
2026-01-11,google/gemini-3-flash-preview,47.883668,2.16512,0.395149,50.048788
2026-01-11,anthropic/claude-opus-4.5,28.738506,0.478331,0.039082,29.216837
2026-01-11,x-ai/grok-4.1-fast,26.687901,3.926626,2.820157,30.614527
2026-01-11,moonshotai/kimi-k2-thinking,1.579026,0.316413,0.221973,1.895439
2026-01-11,deepseek/deepseek-v3.2,49.931707,3.42866,0.59065,53.360367
2026-01-11,openai/gpt-5.2,10.451465,0.531586,0.356661,10.983051
2026-01-11,google/gemini-3-pro-preview,13.432401,1.328213,0.825169,14.760614
2026-01-12,z-ai/glm-4.6v,0.166241,0.079117,0.059298,0.245357
2026-01-12,moonshotai/kimi-k2-thinking,6.276367,0.413632,0.278502,6.689999
2026-01-12,openai/gpt-5.1,2.361153,0.275452,0.151103,2.636605
2026-01-12,qwen/qwen3-embedding-8b,1.48889,0.0,0.0,1.48889
2026-01-12,openai/gpt-5.2,15.497406,0.944597,0.563568,16.442003
2026-01-12,google/gemini-3-flash-preview,60.355441,2.688603,0.586086,63.044044
2026-01-12,x-ai/grok-4.1-fast,31.024972,4.533147,3.241617,35.558119
2026-01-12,anthropic/claude-opus-4.5,79.055532,1.154861,0.167458,80.210392
2026-01-12,qwen/qwen3-embedding-4b,0.747171,0.0,0.0,0.747171
2026-01-12,z-ai/glm-4.7,21.355781,1.505118,0.544464,22.860899
2026-01-12,deepseek/deepseek-r1,0.526913,0.214344,0.149633,0.741257
2026-01-12,google/gemini-3-pro-preview,19.256973,2.419726,1.627744,21.676699
2026-01-12,minimax/minimax-m2.1,12.343895,0.259796,0.097545,12.603691
2026-01-12,deepseek/deepseek-v3.2,46.448368,3.763465,0.625436,50.211833
2026-01-13,moonshotai/kimi-k2-thinking,2.117899,0.217052,0.164187,2.334951
2026-01-13,deepseek/deepseek-v3.2,46.727214,3.417205,0.494106,50.144418
2026-01-13,openai/gpt-5.1,2.80826,0.406221,0.237067,3.21448
2026-01-13,google/gemini-3-pro-preview,20.577837,2.482794,1.588621,23.060631
2026-01-13,z-ai/glm-4.7,15.817036,0.890334,0.452226,16.707369
2026-01-13,openai/gpt-5.2,15.593953,0.860654,0.449243,16.454607
2026-01-13,x-ai/grok-4.1-fast,35.894549,7.926793,6.171671,43.821342
2026-01-13,google/gemini-3-flash-preview,59.766479,3.117691,0.841771,62.88417
2026-01-13,anthropic/claude-opus-4.5,92.484916,1.353707,0.174231,93.838623
2026-01-13,minimax/minimax-m2.1,16.307226,0.457539,0.20912,16.764765
2026-01-13,qwen/qwen3-embedding-4b,1.242234,0.0,0.0,1.242234
2026-01-13,deepseek/deepseek-r1,0.496214,0.180675,0.11664,0.67689
2026-01-13,qwen/qwen3-embedding-8b,1.765102,0.0,0.0,1.765102
2026-01-13,z-ai/glm-4.6v,0.138974,0.079723,0.060286,0.218696
2026-01-14,openai/gpt-5.1,3.68313,0.520841,0.2761,4.203971
2026-01-14,qwen/qwen3-embedding-8b,1.944222,0.0,0.0,1.944222
2026-01-14,moonshotai/kimi-k2-thinking,2.487737,0.29404,0.239895,2.781776
2026-01-14,qwen/qwen3-embedding-4b,0.130346,0.0,0.0,0.130346
2026-01-14,anthropic/claude-opus-4.5,146.513811,2.502621,0.451433,149.016432
2026-01-14,openai/gpt-5.2,13.183325,0.665685,0.388157,13.84901
2026-01-14,z-ai/glm-4.6v,0.124719,0.090574,0.068747,0.215292
2026-01-14,google/gemini-3-flash-preview,64.093033,3.14775,0.808463,67.240783
2026-01-14,minimax/minimax-m2.1,17.151694,0.606163,0.348108,17.757857
2026-01-14,google/gemini-3-pro-preview,17.876449,3.098328,2.126102,20.974777
2026-01-14,deepseek/deepseek-r1,0.497703,0.150507,0.085653,0.64821
2026-01-14,deepseek/deepseek-v3.2,47.154721,3.33907,0.386227,50.493791
2026-01-14,z-ai/glm-4.7,15.267171,0.975563,0.447121,16.242734
2026-01-14,x-ai/grok-4.1-fast,30.904836,5.691693,4.105382,36.596529
2026-01-15,z-ai/glm-4.7,15.074126,0.990104,0.48552,16.06423
2026-01-15,anthropic/claude-opus-4.5,155.369526,2.384102,0.486462,157.753628
2026-01-15,deepseek/deepseek-r1,0.569492,0.200865,0.122044,0.770357
2026-01-15,openai/gpt-5.2,13.882679,0.983898,0.473527,14.866577
2026-01-15,x-ai/grok-4.1-fast,31.609459,5.952783,4.437482,37.562242
2026-01-15,z-ai/glm-4.6v,0.131181,0.096437,0.071695,0.227618
